age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week,workclass,education,marital_status,occupation,relationship,race,sex,native_country,income,income_score
34,209101,13,5178,0,55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9411780654532657
61,95450,13,5178,0,50,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.941140790768155
46,176319,9,7298,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Own-child,White,Female,United-States,>50K,0.9409032307987978
39,91367,14,0,1848,45,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9408735817958754
43,196545,13,0,1902,40,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K,0.9406875494534858
43,266439,13,0,1887,40,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K,0.9406875494534858
46,238162,12,0,1887,50,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K,0.9405902610744378
71,187703,11,11678,0,38,Private,Assoc-voc,Widowed,Prof-specialty,Unmarried,White,Female,United-States,>50K,0.9405738826911055
21,334618,10,99999,0,40,Private,Some-college,Never-married,Protective-serv,Not-in-family,Black,Female,United-States,>50K,0.9405268979232596
41,352812,10,0,1902,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K,0.9403898364470296
51,197163,15,0,2559,50,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,>50K,0.9402725416786231
39,30916,10,0,1902,50,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9402463113963958
33,117963,12,0,1887,60,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9400787879894218
39,57691,9,7298,0,40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,>50K,0.9400748771073434
53,187830,14,7688,0,35,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9400397658365336
34,198664,13,15024,0,70,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,South,>50K,0.9400335679225846
44,207685,14,8614,0,33,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,>50K,0.9399747565079675
44,192381,13,0,1848,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9399627326553947
32,154210,14,0,1902,45,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Other,Male,Japan,>50K,0.9398137687904168
23,152328,13,13550,0,50,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,>50K,0.9397353723464585
51,174824,9,8614,0,40,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,>50K,0.9396858708754354
31,348038,13,0,1902,50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Puerto-Rico,>50K,0.9395811280447053
34,234960,13,0,1887,48,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States,>50K,0.9395747817941059
30,206923,12,0,1977,40,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,Other,Female,United-States,>50K,0.9395660416995155
37,137527,16,0,2559,60,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,>50K,0.9395638000390281
33,154981,13,0,1902,50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K,0.9394862591572172
45,84298,11,0,1977,50,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9394162374636831
47,54260,11,0,1887,60,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9394162374636831
30,176410,11,7298,0,16,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Own-child,White,Female,United-States,>50K,0.9393494010969957
32,154950,13,0,1977,44,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9392760758186579
32,195602,13,0,1977,45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9392760758186579
31,203488,13,0,1977,45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9392760758186579
31,201122,13,0,1902,45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9392760758186579
40,210857,10,0,1902,50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9391439390265007
38,159179,10,0,1902,50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9391439390265007
41,221947,10,0,1887,50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9391439390265007
37,19899,9,15024,0,45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K,0.9390709045258515
38,22463,9,15024,0,45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K,0.9390709045258515
50,187830,13,27828,0,16,Self-emp-not-inc,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,United-States,>50K,0.9388409869912674
39,154641,9,8614,0,50,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,United-States,>50K,0.9387837375338565
31,246439,10,7298,0,50,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K,0.9385840127974832
67,191380,15,20051,0,25,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.938548080108421
36,128757,13,7298,0,36,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,>50K,0.9384973248551598
36,398931,13,0,1902,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9384079029044006
30,298871,14,0,1887,45,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Iran,>50K,0.9383598966832482
40,207578,12,0,1977,60,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K,0.9382987795137804
44,357679,13,15024,0,65,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K,0.9382968108021056
29,87905,9,10520,0,40,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,United-States,>50K,0.9382678937223775
62,122246,10,8614,0,39,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,United-States,>50K,0.9381869873220667
29,183523,14,0,1977,40,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9380006437586342
34,190228,13,0,1902,48,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K,0.9379449568114278
38,187870,15,0,2415,90,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9377213725853455
42,259727,13,25236,0,20,Private,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,United-States,>50K,0.937703503907286
36,154410,13,0,1902,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9376696752761421
36,143123,13,0,1902,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9376696752761421
30,94235,13,0,1977,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9376542664521395
41,143003,11,7298,0,60,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,India,>50K,0.9376217603461021
46,189498,13,0,1848,45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9375646084457171
35,340110,13,0,1848,70,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9375542548860538
35,202027,13,7298,0,35,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,>50K,0.9374188252015946
70,36311,13,20051,0,35,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9372344882398884
59,159008,12,7298,0,20,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K,0.9370999767096961
28,29974,11,10520,0,45,Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,Own-child,White,Male,United-States,>50K,0.9370491966893922
61,181219,13,0,1848,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9366964612912129
42,170721,9,5178,0,50,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9366637187271917
57,105582,13,0,2415,40,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9365237346589509
51,88856,14,0,2415,40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9364852259364301
29,188564,13,0,1977,45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9362824238271177
33,331615,16,0,1848,40,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9360889417750461
31,340917,9,14344,0,40,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,United-States,>50K,0.9360231844903354
39,237713,15,0,2415,99,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9358643244095807
39,252662,16,0,2824,50,State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,>50K,0.9358611849503139
35,269323,13,0,1887,40,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K,0.9358281739657572
42,159449,13,5178,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9357935351861043
37,292855,11,0,1887,35,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K,0.9357282782711235
25,368115,13,13550,0,35,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,>50K,0.9353584016449775
39,122011,14,5178,0,38,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K,0.9351629188939624
75,152519,16,25124,0,20,Self-emp-inc,Doctorate,Widowed,Prof-specialty,Not-in-family,White,Male,United-States,>50K,0.9347570034768281
56,192845,10,0,1887,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9347146509277298
46,268234,11,0,1902,40,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9347146509277298
55,323706,10,0,1902,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9347146509277298
51,183200,10,0,1902,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K,0.9347146509277298
53,193720,10,0,1977,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9347146509277298
32,182556,13,0,1887,45,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K,0.9345325992790666
42,196158,10,8614,0,52,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,United-States,>50K,0.9342948937580938
50,90525,9,15024,0,20,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,>50K,0.9342920637771831
58,311409,14,7688,0,30,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States,>50K,0.9340508640578
50,153064,9,5178,0,40,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9340262263948172
52,279440,9,5178,0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9340262263948172
90,188242,9,11678,0,40,Local-gov,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,>50K,0.9338861919252877
68,211287,14,0,2392,40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9338015224115459
90,155981,13,10566,0,50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K,0.9337685781506477
78,188044,13,0,2392,40,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9337371564809978
54,317733,16,0,2472,40,Private,Doctorate,Widowed,Tech-support,Unmarried,White,Male,United-States,>50K,0.9336636215649051
50,283314,12,0,1977,40,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K,0.9333925882158076
46,37718,12,0,1977,50,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K,0.9333601712243603
25,166977,13,0,1887,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K,0.9331294622077644
37,220237,13,5178,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9330477949144654
38,207568,13,5178,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9330477949144654
37,265737,10,0,1887,60,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,Cuba,>50K,0.932899509746077
54,151580,10,0,1902,40,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9327993491160357
45,246891,11,0,1902,40,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9327993491160357
50,213290,11,0,1887,36,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K,0.9327708789495508
74,228075,10,20051,0,25,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9326059245318016
36,241998,10,99999,0,20,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.932566219567535
50,27539,10,7688,0,40,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K,0.9323490350823442
62,113443,14,10520,0,33,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,>50K,0.9323250027902849
42,89226,9,7688,0,40,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Greece,>50K,0.9321431449670785
42,199143,15,7430,0,44,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,United-States,>50K,0.9318275013617302
57,317847,14,0,2824,50,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,>50K,0.9312082353265878
22,214014,10,99999,0,55,Self-emp-not-inc,Some-college,Never-married,Sales,Own-child,Black,Male,United-States,>50K,0.9310991316742157
32,175856,13,0,1902,40,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K,0.9308846333333745
37,32239,9,27828,0,40,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,United-States,>50K,0.9308529541368217
48,31264,10,5178,0,40,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K,0.9306948170437342
62,71751,10,0,1977,98,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9306021375965493
61,119684,15,15024,0,20,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.930545882393612
31,118710,14,0,1902,40,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K,0.9305156828855679
53,173093,10,0,1887,40,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,Philippines,>50K,0.9304601437871917
46,173243,10,5178,0,40,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K,0.9300852864384469
68,182131,10,10605,0,20,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9299101491474259
67,182581,10,20051,0,20,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9299101491474259
44,191712,14,0,2415,55,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.929859628073484
28,138692,13,0,1887,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9297954760831095
52,125796,14,0,1848,40,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Black,Female,United-States,>50K,0.929762581967987
60,166330,9,99999,0,40,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,>50K,0.9296627612363805
31,86150,13,5178,0,40,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,United-States,>50K,0.9294997020162773
30,159589,13,0,1848,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9294519764917968
42,32546,15,7430,0,40,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,United-States,>50K,0.9294010801729441
60,152727,10,0,1902,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9293063100755516
49,34545,10,0,1887,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9293052901740313
38,233571,10,0,1902,40,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,United-States,>50K,0.9292656499655556
36,201769,7,13550,0,40,Private,11th,Never-married,Protective-serv,Not-in-family,Black,Male,United-States,>50K,0.9292369655287726
44,112262,13,5178,0,40,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K,0.9291107326242735
61,85548,10,15024,0,18,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K,0.9290317013606473
46,114032,10,0,1887,45,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K,0.9289635309828013
33,194336,9,5178,0,50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9285595070145086
40,219869,9,99999,0,75,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K,0.9283006697010878
39,80324,10,0,1977,62,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9282796119179134
90,175491,9,9386,0,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Ecuador,>50K,0.9281473781543162
33,134886,10,99999,0,30,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,>50K,0.9279244044668749
42,180985,6,99999,0,40,Local-gov,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,>50K,0.9279032911436284
40,153238,13,0,1902,32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9278437030918709
43,336513,10,0,1902,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9278152091684191
69,169717,13,6418,0,45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9276879174502042
36,145576,14,0,1977,40,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,Japan,>50K,0.9276758575382941
48,194772,12,0,1902,40,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9276060953674131
30,427541,9,99999,0,40,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Female,United-States,>50K,0.9273795030205585
40,188615,7,15024,0,20,Self-emp-inc,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9273672834171859
61,182163,10,0,1902,40,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9272446917736931
44,79521,13,15024,0,55,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K,0.9272007870549203
38,164526,15,0,2824,45,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,>50K,0.9271427325103896
52,218550,10,14084,0,16,Private,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,United-States,>50K,0.9271049920334254
34,617917,13,0,1887,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9270837237026143
44,101563,14,7430,0,45,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Male,United-States,>50K,0.9269707690076524
28,300915,13,0,1902,43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9268971186763253
44,201742,13,0,2415,50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9268241887688374
58,222311,9,7688,0,55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,>50K,0.9265948780835008
49,101320,12,0,1902,40,Private,Assoc-acdm,Married-civ-spouse,Sales,Wife,White,Female,United-States,>50K,0.9264503264831284
49,213140,9,0,1902,60,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9262453225214766
46,97863,11,5178,0,40,Federal-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K,0.9258346895922807
55,138594,9,0,1977,45,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9258023553681354
39,186191,14,0,1848,50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9257220001047355
36,168055,13,5178,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9255960971797836
69,107850,14,6514,0,40,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9250283876259175
50,155118,9,99999,0,35,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K,0.9249355317273722
51,111283,9,99999,0,35,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K,0.9248373086571472
46,167515,10,0,1977,50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.924794120730604
36,86459,11,0,1887,50,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.924521098664333
34,163581,9,10520,0,40,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,Puerto-Rico,>50K,0.9243646544120473
44,151089,9,0,1887,70,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9242440964210077
43,187728,10,0,1887,50,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K,0.9237407355055861
35,91839,13,7688,0,20,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,United-States,>50K,0.9236178822891323
55,124808,11,0,1977,50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,Germany,>50K,0.9235583649707086
51,195634,14,10520,0,20,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,>50K,0.9235190469198078
38,66687,9,5178,0,50,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Portugal,>50K,0.9231101601133246
40,184846,9,5178,0,40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K,0.9231031359783075
31,279015,14,0,2415,70,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,Taiwan,>50K,0.9231007622128344
45,261278,13,5178,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,Philippines,>50K,0.9230954905971982
45,181964,10,0,1887,47,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9230897292129034
33,176410,14,5178,0,10,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K,0.9230188715626819
61,159822,4,7688,0,40,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,Poland,>50K,0.9228038900798219
64,161325,12,0,1887,50,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9227897673396023
24,493034,9,13550,0,50,Self-emp-inc,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,United-States,>50K,0.9226410530737891
45,341995,11,0,1902,42,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9225397336439077
48,164582,10,7298,0,60,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K,0.9224914274059243
54,167770,9,0,1902,55,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9223410023042226
43,214781,14,5178,0,40,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9221966841931183
52,27539,10,7688,0,72,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K,0.9221534839024002
53,145419,2,7688,0,67,Self-emp-not-inc,1st-4th,Married-civ-spouse,Exec-managerial,Husband,White,Male,Italy,>50K,0.9221110441531196
64,217380,15,0,2559,60,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,>50K,0.9219978591960493
22,202920,9,99999,0,40,Self-emp-not-inc,HS-grad,Never-married,Prof-specialty,Unmarried,White,Female,Dominican-Republic,>50K,0.9219271710852321
37,219141,7,7688,0,40,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States,>50K,0.9218561556390747
34,160261,9,14084,0,35,Private,HS-grad,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,China,>50K,0.9218298992441346
53,195398,10,0,1887,48,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,Canada,>50K,0.9215442687279181
36,83089,3,7298,0,40,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico,>50K,0.9213570551525309
47,33300,12,10520,0,45,Self-emp-not-inc,Assoc-acdm,Never-married,Farming-fishing,Other-relative,White,Male,United-States,>50K,0.9212418562047868
46,45363,15,0,2824,40,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,>50K,0.9210711975501523
50,138179,12,0,1902,40,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K,0.9207954346892516
27,211032,1,41310,0,24,Private,Preschool,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,Mexico,<=50K,0.9206499867588233
33,59083,13,0,1902,45,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K,0.9206480876393762
33,279231,13,0,1977,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9205995538164612
32,194740,13,0,1902,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9205995538164612
32,136331,13,0,1887,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9205995538164612
